Class	Length	Reads
mitotRNAdb-mature-mt_tRNA_Match_Genome	22	285.00
mitotRNAdb-mature-mt_tRNA_Match_Genome	23	148.00
mitotRNAdb-mature-mt_tRNA_Match_Genome	24	158.00
mitotRNAdb-mature-mt_tRNA_Match_Genome	25	195.00
mitotRNAdb-mature-mt_tRNA_Match_Genome	26	682.00
mitotRNAdb-mature-mt_tRNA_Match_Genome	27	371.00
mitotRNAdb-mature-mt_tRNA_Match_Genome	28	715.00
mitotRNAdb-mature-mt_tRNA_Match_Genome	29	764.00
mitotRNAdb-mature-mt_tRNA_Match_Genome	30	2664.00
mitotRNAdb-mature-mt_tRNA_Match_Genome	31	822.00
mitotRNAdb-mature-mt_tRNA_Match_Genome	32	954.00
mitotRNAdb-mature-mt_tRNA_Match_Genome	33	1449.00
mitotRNAdb-mature-mt_tRNA_Match_Genome	34	634.00
mitotRNAdb-mature-mt_tRNA_Match_Genome	35	502.00
mitotRNAdb-mature-mt_tRNA_Match_Genome	36	531.00
mitotRNAdb-mature-mt_tRNA_Match_Genome	37	3221.00
mitotRNAdb-mature-mt_tRNA_Match_Genome	38	1198.00
mitotRNAdb-mature-mt_tRNA_Match_Genome	39	540.00
mitotRNAdb-mature-mt_tRNA_Match_Genome	40	503.00
mitotRNAdb-mature-mt_tRNA_Match_Genome	41	384.00
mitotRNAdb-mature-mt_tRNA_Match_Genome	42	116.00
mitotRNAdb-mature-mt_tRNA_Match_Genome	43	55.00
mitotRNAdb-mature-mt_tRNA_Match_Genome	44	39.00
mitotRNAdb-mature-mt_tRNA_Match_Genome	45	18.00
mitotRNAdb-mature-mt_tRNA_5_end_Match_Genome	15	3.00
mitotRNAdb-mature-mt_tRNA_5_end_Match_Genome	16	36.00
mitotRNAdb-mature-mt_tRNA_5_end_Match_Genome	17	76.00
mitotRNAdb-mature-mt_tRNA_5_end_Match_Genome	18	75.00
mitotRNAdb-mature-mt_tRNA_5_end_Match_Genome	19	110.00
mitotRNAdb-mature-mt_tRNA_5_end_Match_Genome	20	25.00
mitotRNAdb-mature-mt_tRNA_5_end_Match_Genome	21	174.00
mitotRNAdb-mature-mt_tRNA_5_end_Match_Genome	22	129.00
mitotRNAdb-mature-mt_tRNA_5_end_Match_Genome	23	22.00
mitotRNAdb-mature-mt_tRNA_5_end_Match_Genome	24	11.00
mitotRNAdb-mature-mt_tRNA_5_end_Match_Genome	25	39.00
mitotRNAdb-mature-mt_tRNA_5_end_Match_Genome	26	160.00
mitotRNAdb-mature-mt_tRNA_5_end_Match_Genome	27	22.00
mitotRNAdb-mature-mt_tRNA_5_end_Match_Genome	28	73.00
mitotRNAdb-mature-mt_tRNA_5_end_Match_Genome	29	175.00
mitotRNAdb-mature-mt_tRNA_5_end_Match_Genome	30	272.00
mitotRNAdb-mature-mt_tRNA_5_end_Match_Genome	31	468.00
mitotRNAdb-mature-mt_tRNA_5_end_Match_Genome	32	364.00
mitotRNAdb-mature-mt_tRNA_5_end_Match_Genome	33	283.00
mitotRNAdb-mature-mt_tRNA_5_end_Match_Genome	34	52.00
mitotRNAdb-mature-mt_tRNA_5_end_Match_Genome	35	95.00
mitotRNAdb-mature-mt_tRNA_5_end_Match_Genome	36	162.00
mitotRNAdb-mature-mt_tRNA_5_end_Match_Genome	37	122.00
mitotRNAdb-mature-mt_tRNA_5_end_Match_Genome	38	141.00
mitotRNAdb-mature-mt_tRNA_5_end_Match_Genome	39	140.00
mitotRNAdb-mature-mt_tRNA_5_end_Match_Genome	40	147.00
mitotRNAdb-mature-mt_tRNA_5_end_Match_Genome	41	123.00
mitotRNAdb-mature-mt_tRNA_5_end_Match_Genome	42	56.00
mitotRNAdb-mature-mt_tRNA_5_end_Match_Genome	43	23.00
mitotRNAdb-mature-mt_tRNA_5_end_Match_Genome	44	14.00
mitotRNAdb-mature-mt_tRNA_5_end_Match_Genome	45	7.00
mitotRNAdb-mature-mt_tRNA_3_end_Match_Genome	15	5.00
mitotRNAdb-mature-mt_tRNA_3_end_Match_Genome	16	5.00
mitotRNAdb-mature-mt_tRNA_3_end_Match_Genome	17	10.00
mitotRNAdb-mature-mt_tRNA_3_end_Match_Genome	18	8.00
mitotRNAdb-mature-mt_tRNA_3_end_Match_Genome	19	4.00
mitotRNAdb-mature-mt_tRNA_3_end_Match_Genome	20	6.00
mitotRNAdb-mature-mt_tRNA_3_end_Match_Genome	21	1.00
mitotRNAdb-mature-mt_tRNA_3_end_Match_Genome	22	5.00
mitotRNAdb-mature-mt_tRNA_3_end_Match_Genome	23	1.00
mitotRNAdb-mature-mt_tRNA_3_end_Match_Genome	26	4.00
mitotRNAdb-mature-mt_tRNA_3_end_Match_Genome	32	1.00
mitotRNAdb-mature-mt_tRNA_3_end_Match_Genome	33	4.00
mitotRNAdb-mature-mt_tRNA_3_end_Match_Genome	34	4.00
mitotRNAdb-mature-mt_tRNA_3_end_Match_Genome	35	17.00
mitotRNAdb-mature-mt_tRNA_3_end_Match_Genome	36	13.00
mitotRNAdb-mature-mt_tRNA_3_end_Match_Genome	37	2716.00
mitotRNAdb-mature-mt_tRNA_3_end_Match_Genome	38	26.00
mitotRNAdb-mature-mt_tRNA_3_end_Match_Genome	39	3.00
mitotRNAdb-mature-mt_tRNA_3_end_Match_Genome	40	13.00
mitotRNAdb-mature-mt_tRNA_3_end_Match_Genome	41	11.00
mitotRNAdb-mature-mt_tRNA_3_end_Match_Genome	42	4.00
mitotRNAdb-mature-mt_tRNA_3_end_Match_Genome	44	1.00
mitotRNAdb-mature-mt_tRNA_CCA_end_Match_Genome	15	6.00
mitotRNAdb-mature-mt_tRNA_CCA_end_Match_Genome	16	20.00
mitotRNAdb-mature-mt_tRNA_CCA_end_Match_Genome	17	17.00
mitotRNAdb-mature-mt_tRNA_CCA_end_Match_Genome	18	5.00
mitotRNAdb-mature-mt_tRNA_CCA_end_Match_Genome	19	1.00
mitotRNAdb-mature-mt_tRNA_CCA_end_Match_Genome	31	4.00
mitotRNAdb-mature-mt_tRNA_CCA_end_Match_Genome	35	7.00
mitotRNAdb-mature-mt_tRNA_CCA_end_Match_Genome	41	107.00
mitotRNAdb-mature-mt_tRNA_Unmatch_Genome	19	18.00
mitotRNAdb-mature-mt_tRNA_Unmatch_Genome	20	24.00
mitotRNAdb-mature-mt_tRNA_Unmatch_Genome	21	53.00
mitotRNAdb-mature-mt_tRNA_Unmatch_Genome	22	49.00
mitotRNAdb-mature-mt_tRNA_Unmatch_Genome	23	24.00
mitotRNAdb-mature-mt_tRNA_Unmatch_Genome	24	9.00
mitotRNAdb-mature-mt_tRNA_Unmatch_Genome	25	6.00
mitotRNAdb-mature-mt_tRNA_Unmatch_Genome	27	4.00
mitotRNAdb-mature-mt_tRNA_Unmatch_Genome	28	12.00
mitotRNAdb-mature-mt_tRNA_Unmatch_Genome	29	11.00
mitotRNAdb-mature-mt_tRNA_Unmatch_Genome	30	3.00
mitotRNAdb-mature-mt_tRNA_Unmatch_Genome	31	3.00
mitotRNAdb-mature-mt_tRNA_Unmatch_Genome	32	10.00
mitotRNAdb-mature-mt_tRNA_Unmatch_Genome	34	7.00
mitotRNAdb-mature-mt_tRNA_Unmatch_Genome	35	58.00
mitotRNAdb-mature-mt_tRNA_Unmatch_Genome	36	43.00
mitotRNAdb-mature-mt_tRNA_Unmatch_Genome	37	81.00
mitotRNAdb-mature-mt_tRNA_Unmatch_Genome	38	71.00
mitotRNAdb-mature-mt_tRNA_Unmatch_Genome	39	2697.00
mitotRNAdb-mature-mt_tRNA_Unmatch_Genome	40	3983.00
mitotRNAdb-mature-mt_tRNA_Unmatch_Genome	41	34.00
mitotRNAdb-mature-mt_tRNA_Unmatch_Genome	42	7.00
mitotRNAdb-mature-mt_tRNA_Unmatch_Genome	43	19.00
mitotRNAdb-mature-mt_tRNA_Unmatch_Genome	44	10.00
mitotRNAdb-mature-mt_tRNA_Unmatch_Genome	45	22.00
mitotRNAdb-mature-mt_tRNA_CCA_end_Unmatch_Genome	19	9.00
mitotRNAdb-mature-mt_tRNA_CCA_end_Unmatch_Genome	20	14.00
mitotRNAdb-mature-mt_tRNA_CCA_end_Unmatch_Genome	21	16.00
mitotRNAdb-mature-mt_tRNA_CCA_end_Unmatch_Genome	22	26.00
mitotRNAdb-mature-mt_tRNA_CCA_end_Unmatch_Genome	23	12.00
mitotRNAdb-mature-mt_tRNA_CCA_end_Unmatch_Genome	24	3.00
mitotRNAdb-mature-mt_tRNA_CCA_end_Unmatch_Genome	25	2.00
mitotRNAdb-mature-mt_tRNA_CCA_end_Unmatch_Genome	28	5.00
mitotRNAdb-mature-mt_tRNA_CCA_end_Unmatch_Genome	35	10.00
mitotRNAdb-mature-mt_tRNA_CCA_end_Unmatch_Genome	36	13.00
mitotRNAdb-mature-mt_tRNA_CCA_end_Unmatch_Genome	37	27.00
mitotRNAdb-mature-mt_tRNA_CCA_end_Unmatch_Genome	38	32.00
mitotRNAdb-mature-mt_tRNA_CCA_end_Unmatch_Genome	39	17.00
mitotRNAdb-mature-mt_tRNA_CCA_end_Unmatch_Genome	40	3863.00
mitotRNAdb-mature-mt_tRNA_CCA_end_Unmatch_Genome	41	6.00
mitotRNAdb-mature-mt_tRNA_CCA_end_Unmatch_Genome	42	1.00
mitotRNAdb-mature-mt_tRNA_CCA_end_Unmatch_Genome	43	1.00
mitotRNAdb-mature-mt_tRNA_CCA_end_Unmatch_Genome	44	3.00
mitotRNAdb-mature-mt_tRNA_CCA_end_Unmatch_Genome	45	2.00
piRNAdb-piRNA_Match_Genome	15	5840.00
piRNAdb-piRNA_Match_Genome	16	11065.00
piRNAdb-piRNA_Match_Genome	17	14318.00
piRNAdb-piRNA_Match_Genome	18	11241.00
piRNAdb-piRNA_Match_Genome	19	9079.00
piRNAdb-piRNA_Match_Genome	20	8044.00
piRNAdb-piRNA_Match_Genome	21	7940.00
piRNAdb-piRNA_Match_Genome	22	8623.00
piRNAdb-piRNA_Match_Genome	23	7490.00
piRNAdb-piRNA_Match_Genome	24	6920.00
piRNAdb-piRNA_Match_Genome	25	6423.00
piRNAdb-piRNA_Match_Genome	26	6351.00
piRNAdb-piRNA_Match_Genome	27	6880.00
piRNAdb-piRNA_Match_Genome	28	7967.00
piRNAdb-piRNA_Match_Genome	29	11909.00
piRNAdb-piRNA_Match_Genome	30	15837.00
piRNAdb-piRNA_Match_Genome	31	9587.00
piRNAdb-piRNA_Match_Genome	32	3275.00
piRNAdb-piRNA_Match_Genome	33	1136.00
piRNAdb-piRNA_Match_Genome	34	376.00
piRNAdb-piRNA_Match_Genome	35	17.00
piRNAdb-piRNA_Unmatch_Genome	15	8.00
piRNAdb-piRNA_Unmatch_Genome	16	61.00
piRNAdb-piRNA_Unmatch_Genome	17	373.00
piRNAdb-piRNA_Unmatch_Genome	18	1142.00
piRNAdb-piRNA_Unmatch_Genome	19	1652.00
piRNAdb-piRNA_Unmatch_Genome	20	4209.00
piRNAdb-piRNA_Unmatch_Genome	21	2422.00
piRNAdb-piRNA_Unmatch_Genome	22	2494.00
piRNAdb-piRNA_Unmatch_Genome	23	3298.00
piRNAdb-piRNA_Unmatch_Genome	24	4570.00
piRNAdb-piRNA_Unmatch_Genome	25	7293.00
piRNAdb-piRNA_Unmatch_Genome	26	27005.00
piRNAdb-piRNA_Unmatch_Genome	27	95930.00
piRNAdb-piRNA_Unmatch_Genome	28	113864.00
piRNAdb-piRNA_Unmatch_Genome	29	389146.00
piRNAdb-piRNA_Unmatch_Genome	30	153033.00
piRNAdb-piRNA_Unmatch_Genome	31	29125.00
piRNAdb-piRNA_Unmatch_Genome	32	14149.00
piRNAdb-piRNA_Unmatch_Genome	33	5251.00
piRNAdb-piRNA_Unmatch_Genome	34	292.00
ensembl-3prime_overlapping_ncRNA_Match_Genome	15	1.00
ensembl-Mt_rRNA_Match_Genome	15	16.50
ensembl-Mt_rRNA_Match_Genome	16	26.50
ensembl-Mt_rRNA_Match_Genome	17	52.50
ensembl-Mt_rRNA_Match_Genome	18	86.00
ensembl-Mt_rRNA_Match_Genome	19	72.00
ensembl-Mt_rRNA_Match_Genome	20	30.00
ensembl-Mt_rRNA_Match_Genome	21	43.00
ensembl-Mt_rRNA_Match_Genome	22	61.00
ensembl-Mt_rRNA_Match_Genome	23	46.00
ensembl-Mt_rRNA_Match_Genome	24	61.00
ensembl-Mt_rRNA_Match_Genome	25	70.00
ensembl-Mt_rRNA_Match_Genome	26	73.00
ensembl-Mt_rRNA_Match_Genome	27	60.00
ensembl-Mt_rRNA_Match_Genome	28	70.00
ensembl-Mt_rRNA_Match_Genome	29	100.00
ensembl-Mt_rRNA_Match_Genome	30	94.00
ensembl-Mt_rRNA_Match_Genome	31	87.00
ensembl-Mt_rRNA_Match_Genome	32	42.00
ensembl-Mt_rRNA_Match_Genome	33	80.00
ensembl-Mt_rRNA_Match_Genome	34	32.00
ensembl-Mt_rRNA_Match_Genome	35	67.00
ensembl-Mt_rRNA_Match_Genome	36	51.00
ensembl-Mt_rRNA_Match_Genome	37	95.00
ensembl-Mt_rRNA_Match_Genome	38	28.00
ensembl-Mt_rRNA_Match_Genome	39	31.00
ensembl-Mt_rRNA_Match_Genome	40	19.00
ensembl-Mt_rRNA_Match_Genome	41	29.00
ensembl-Mt_rRNA_Match_Genome	42	19.00
ensembl-Mt_rRNA_Match_Genome	43	7.00
ensembl-Mt_rRNA_Match_Genome	44	5.00
ensembl-Mt_rRNA_Match_Genome	45	7.00
ensembl-antisense_Match_Genome	15	2833.11
ensembl-antisense_Match_Genome	16	1620.38
ensembl-antisense_Match_Genome	17	835.06
ensembl-antisense_Match_Genome	18	488.06
ensembl-antisense_Match_Genome	19	466.04
ensembl-antisense_Match_Genome	20	333.30
ensembl-antisense_Match_Genome	21	315.67
ensembl-antisense_Match_Genome	22	383.54
ensembl-antisense_Match_Genome	23	242.14
ensembl-antisense_Match_Genome	24	256.56
ensembl-antisense_Match_Genome	25	199.10
ensembl-antisense_Match_Genome	26	182.27
ensembl-antisense_Match_Genome	27	174.86
ensembl-antisense_Match_Genome	28	227.74
ensembl-antisense_Match_Genome	29	283.71
ensembl-antisense_Match_Genome	30	286.94
ensembl-antisense_Match_Genome	31	312.73
ensembl-antisense_Match_Genome	32	180.32
ensembl-antisense_Match_Genome	33	128.83
ensembl-antisense_Match_Genome	34	138.89
ensembl-antisense_Match_Genome	35	163.62
ensembl-antisense_Match_Genome	36	144.28
ensembl-antisense_Match_Genome	37	171.11
ensembl-antisense_Match_Genome	38	195.54
ensembl-antisense_Match_Genome	39	186.07
ensembl-antisense_Match_Genome	40	128.79
ensembl-antisense_Match_Genome	41	50.25
ensembl-antisense_Match_Genome	42	17.59
ensembl-antisense_Match_Genome	43	18.58
ensembl-antisense_Match_Genome	44	13.98
ensembl-antisense_Match_Genome	45	6.32
ensembl-bidirectional_promoter_lncRNA_Match_Genome	15	131.06
ensembl-bidirectional_promoter_lncRNA_Match_Genome	16	71.97
ensembl-bidirectional_promoter_lncRNA_Match_Genome	17	35.20
ensembl-bidirectional_promoter_lncRNA_Match_Genome	18	16.02
ensembl-bidirectional_promoter_lncRNA_Match_Genome	19	9.14
ensembl-bidirectional_promoter_lncRNA_Match_Genome	20	10.26
ensembl-bidirectional_promoter_lncRNA_Match_Genome	21	21.25
ensembl-bidirectional_promoter_lncRNA_Match_Genome	22	7.83
ensembl-bidirectional_promoter_lncRNA_Match_Genome	23	13.61
ensembl-bidirectional_promoter_lncRNA_Match_Genome	24	7.93
ensembl-bidirectional_promoter_lncRNA_Match_Genome	25	22.65
ensembl-bidirectional_promoter_lncRNA_Match_Genome	26	8.06
ensembl-bidirectional_promoter_lncRNA_Match_Genome	27	13.27
ensembl-bidirectional_promoter_lncRNA_Match_Genome	28	1.93
ensembl-bidirectional_promoter_lncRNA_Match_Genome	29	21.33
ensembl-bidirectional_promoter_lncRNA_Match_Genome	30	35.88
ensembl-bidirectional_promoter_lncRNA_Match_Genome	31	9.45
ensembl-bidirectional_promoter_lncRNA_Match_Genome	32	13.94
ensembl-bidirectional_promoter_lncRNA_Match_Genome	33	6.41
ensembl-bidirectional_promoter_lncRNA_Match_Genome	34	0.42
ensembl-bidirectional_promoter_lncRNA_Match_Genome	35	3.29
ensembl-bidirectional_promoter_lncRNA_Match_Genome	36	0.60
ensembl-bidirectional_promoter_lncRNA_Match_Genome	37	1.16
ensembl-bidirectional_promoter_lncRNA_Match_Genome	38	0.79
ensembl-bidirectional_promoter_lncRNA_Match_Genome	39	1.72
ensembl-bidirectional_promoter_lncRNA_Match_Genome	40	1.75
ensembl-bidirectional_promoter_lncRNA_Match_Genome	41	3.62
ensembl-bidirectional_promoter_lncRNA_Match_Genome	42	2.17
ensembl-bidirectional_promoter_lncRNA_Match_Genome	43	0.03
ensembl-bidirectional_promoter_lncRNA_Match_Genome	44	0.08
ensembl-bidirectional_promoter_lncRNA_Match_Genome	45	2.02
ensembl-lincRNA_Match_Genome	15	4990.12
ensembl-lincRNA_Match_Genome	16	3158.60
ensembl-lincRNA_Match_Genome	17	1647.58
ensembl-lincRNA_Match_Genome	18	1060.96
ensembl-lincRNA_Match_Genome	19	984.45
ensembl-lincRNA_Match_Genome	20	1118.35
ensembl-lincRNA_Match_Genome	21	1029.94
ensembl-lincRNA_Match_Genome	22	1004.83
ensembl-lincRNA_Match_Genome	23	919.73
ensembl-lincRNA_Match_Genome	24	759.12
ensembl-lincRNA_Match_Genome	25	830.30
ensembl-lincRNA_Match_Genome	26	672.32
ensembl-lincRNA_Match_Genome	27	667.59
ensembl-lincRNA_Match_Genome	28	788.53
ensembl-lincRNA_Match_Genome	29	1158.43
ensembl-lincRNA_Match_Genome	30	1759.82
ensembl-lincRNA_Match_Genome	31	1143.66
ensembl-lincRNA_Match_Genome	32	640.48
ensembl-lincRNA_Match_Genome	33	350.82
ensembl-lincRNA_Match_Genome	34	411.67
ensembl-lincRNA_Match_Genome	35	865.01
ensembl-lincRNA_Match_Genome	36	445.73
ensembl-lincRNA_Match_Genome	37	402.54
ensembl-lincRNA_Match_Genome	38	211.67
ensembl-lincRNA_Match_Genome	39	173.13
ensembl-lincRNA_Match_Genome	40	154.68
ensembl-lincRNA_Match_Genome	41	131.44
ensembl-lincRNA_Match_Genome	42	69.43
ensembl-lincRNA_Match_Genome	43	72.59
ensembl-lincRNA_Match_Genome	44	229.60
ensembl-lincRNA_Match_Genome	45	24.12
ensembl-miRNA_Match_Genome	15	95.43
ensembl-miRNA_Match_Genome	16	98.85
ensembl-miRNA_Match_Genome	17	130.46
ensembl-miRNA_Match_Genome	18	191.96
ensembl-miRNA_Match_Genome	19	137.36
ensembl-miRNA_Match_Genome	20	104.72
ensembl-miRNA_Match_Genome	21	163.86
ensembl-miRNA_Match_Genome	22	108.31
ensembl-miRNA_Match_Genome	23	91.63
ensembl-miRNA_Match_Genome	24	120.46
ensembl-miRNA_Match_Genome	25	94.49
ensembl-miRNA_Match_Genome	26	118.91
ensembl-miRNA_Match_Genome	27	253.06
ensembl-miRNA_Match_Genome	28	634.95
ensembl-miRNA_Match_Genome	29	359.52
ensembl-miRNA_Match_Genome	30	193.23
ensembl-miRNA_Match_Genome	31	266.37
ensembl-miRNA_Match_Genome	32	537.65
ensembl-miRNA_Match_Genome	33	1219.69
ensembl-miRNA_Match_Genome	34	2131.92
ensembl-miRNA_Match_Genome	35	447.40
ensembl-miRNA_Match_Genome	36	591.87
ensembl-miRNA_Match_Genome	37	330.52
ensembl-miRNA_Match_Genome	38	310.01
ensembl-miRNA_Match_Genome	39	210.69
ensembl-miRNA_Match_Genome	40	215.49
ensembl-miRNA_Match_Genome	41	326.70
ensembl-miRNA_Match_Genome	42	204.79
ensembl-miRNA_Match_Genome	43	132.36
ensembl-miRNA_Match_Genome	44	76.07
ensembl-miRNA_Match_Genome	45	54.72
ensembl-misc_RNA_Match_Genome	15	381.92
ensembl-misc_RNA_Match_Genome	16	383.56
ensembl-misc_RNA_Match_Genome	17	414.84
ensembl-misc_RNA_Match_Genome	18	562.08
ensembl-misc_RNA_Match_Genome	19	375.32
ensembl-misc_RNA_Match_Genome	20	484.84
ensembl-misc_RNA_Match_Genome	21	579.33
ensembl-misc_RNA_Match_Genome	22	652.23
ensembl-misc_RNA_Match_Genome	23	738.75
ensembl-misc_RNA_Match_Genome	24	441.99
ensembl-misc_RNA_Match_Genome	25	333.11
ensembl-misc_RNA_Match_Genome	26	425.01
ensembl-misc_RNA_Match_Genome	27	636.35
ensembl-misc_RNA_Match_Genome	28	1200.99
ensembl-misc_RNA_Match_Genome	29	940.75
ensembl-misc_RNA_Match_Genome	30	591.35
ensembl-misc_RNA_Match_Genome	31	564.74
ensembl-misc_RNA_Match_Genome	32	778.89
ensembl-misc_RNA_Match_Genome	33	1744.41
ensembl-misc_RNA_Match_Genome	34	886.02
ensembl-misc_RNA_Match_Genome	35	983.66
ensembl-misc_RNA_Match_Genome	36	1386.09
ensembl-misc_RNA_Match_Genome	37	1219.36
ensembl-misc_RNA_Match_Genome	38	991.44
ensembl-misc_RNA_Match_Genome	39	355.05
ensembl-misc_RNA_Match_Genome	40	369.31
ensembl-misc_RNA_Match_Genome	41	375.46
ensembl-misc_RNA_Match_Genome	42	221.86
ensembl-misc_RNA_Match_Genome	43	172.49
ensembl-misc_RNA_Match_Genome	44	69.46
ensembl-misc_RNA_Match_Genome	45	98.82
ensembl-processed_transcript_Match_Genome	15	1592.14
ensembl-processed_transcript_Match_Genome	16	1033.87
ensembl-processed_transcript_Match_Genome	17	502.63
ensembl-processed_transcript_Match_Genome	18	379.92
ensembl-processed_transcript_Match_Genome	19	408.70
ensembl-processed_transcript_Match_Genome	20	494.84
ensembl-processed_transcript_Match_Genome	21	413.58
ensembl-processed_transcript_Match_Genome	22	428.35
ensembl-processed_transcript_Match_Genome	23	273.07
ensembl-processed_transcript_Match_Genome	24	224.87
ensembl-processed_transcript_Match_Genome	25	312.68
ensembl-processed_transcript_Match_Genome	26	219.84
ensembl-processed_transcript_Match_Genome	27	236.06
ensembl-processed_transcript_Match_Genome	28	255.47
ensembl-processed_transcript_Match_Genome	29	301.74
ensembl-processed_transcript_Match_Genome	30	279.83
ensembl-processed_transcript_Match_Genome	31	327.55
ensembl-processed_transcript_Match_Genome	32	246.80
ensembl-processed_transcript_Match_Genome	33	195.10
ensembl-processed_transcript_Match_Genome	34	220.65
ensembl-processed_transcript_Match_Genome	35	447.99
ensembl-processed_transcript_Match_Genome	36	400.22
ensembl-processed_transcript_Match_Genome	37	633.18
ensembl-processed_transcript_Match_Genome	38	277.05
ensembl-processed_transcript_Match_Genome	39	281.01
ensembl-processed_transcript_Match_Genome	40	169.35
ensembl-processed_transcript_Match_Genome	41	171.81
ensembl-processed_transcript_Match_Genome	42	63.26
ensembl-processed_transcript_Match_Genome	43	52.74
ensembl-processed_transcript_Match_Genome	44	25.21
ensembl-processed_transcript_Match_Genome	45	17.75
ensembl-rRNA_Match_Genome	15	7.48
ensembl-rRNA_Match_Genome	16	3.00
ensembl-rRNA_Match_Genome	17	5.51
ensembl-rRNA_Match_Genome	19	1.00
ensembl-rRNA_Match_Genome	22	2.00
ensembl-rRNA_Match_Genome	23	5.00
ensembl-rRNA_Match_Genome	24	7.00
ensembl-rRNA_Match_Genome	25	2.00
ensembl-rRNA_Match_Genome	27	1.00
ensembl-rRNA_Match_Genome	28	6.00
ensembl-rRNA_Match_Genome	29	5.00
ensembl-rRNA_Match_Genome	30	2.00
ensembl-rRNA_Match_Genome	31	1.00
ensembl-rRNA_Match_Genome	32	4.00
ensembl-rRNA_Match_Genome	33	13.00
ensembl-rRNA_Match_Genome	34	3.00
ensembl-rRNA_Match_Genome	38	2.00
ensembl-rRNA_Match_Genome	39	2.00
ensembl-rRNA_Match_Genome	41	1.00
ensembl-ribozyme_Match_Genome	15	14.85
ensembl-ribozyme_Match_Genome	16	14.79
ensembl-ribozyme_Match_Genome	17	1.02
ensembl-ribozyme_Match_Genome	18	5.03
ensembl-ribozyme_Match_Genome	19	1.78
ensembl-ribozyme_Match_Genome	20	2.04
ensembl-ribozyme_Match_Genome	21	0.80
ensembl-ribozyme_Match_Genome	22	3.00
ensembl-ribozyme_Match_Genome	24	19.78
ensembl-ribozyme_Match_Genome	25	8.67
ensembl-ribozyme_Match_Genome	26	3.00
ensembl-ribozyme_Match_Genome	27	24.00
ensembl-ribozyme_Match_Genome	28	15.00
ensembl-ribozyme_Match_Genome	29	47.00
ensembl-ribozyme_Match_Genome	31	11.00
ensembl-ribozyme_Match_Genome	33	4.00
ensembl-ribozyme_Match_Genome	34	8.00
ensembl-ribozyme_Match_Genome	37	6.00
ensembl-ribozyme_Match_Genome	38	7.00
ensembl-ribozyme_Match_Genome	39	3.00
ensembl-ribozyme_Match_Genome	41	4.00
ensembl-sRNA_Match_Genome	16	0.50
ensembl-scRNA_Match_Genome	16	0.67
ensembl-scRNA_Match_Genome	22	0.33
ensembl-scRNA_Match_Genome	24	1.33
ensembl-scRNA_Match_Genome	26	0.67
ensembl-scRNA_Match_Genome	30	1.00
ensembl-scaRNA_Match_Genome	15	6.47
ensembl-scaRNA_Match_Genome	16	16.78
ensembl-scaRNA_Match_Genome	17	95.02
ensembl-scaRNA_Match_Genome	18	16.00
ensembl-scaRNA_Match_Genome	19	5.00
ensembl-scaRNA_Match_Genome	20	4.00
ensembl-scaRNA_Match_Genome	21	2.00
ensembl-scaRNA_Match_Genome	22	3.00
ensembl-scaRNA_Match_Genome	23	4.00
ensembl-scaRNA_Match_Genome	24	2.00
ensembl-scaRNA_Match_Genome	25	5.00
ensembl-scaRNA_Match_Genome	26	6.00
ensembl-scaRNA_Match_Genome	27	4.00
ensembl-scaRNA_Match_Genome	28	24.67
ensembl-scaRNA_Match_Genome	29	10.00
ensembl-scaRNA_Match_Genome	30	8.00
ensembl-scaRNA_Match_Genome	31	34.00
ensembl-scaRNA_Match_Genome	32	7.00
ensembl-scaRNA_Match_Genome	33	21.33
ensembl-scaRNA_Match_Genome	34	79.33
ensembl-scaRNA_Match_Genome	35	99.00
ensembl-scaRNA_Match_Genome	36	32.00
ensembl-scaRNA_Match_Genome	37	34.33
ensembl-scaRNA_Match_Genome	38	13.00
ensembl-scaRNA_Match_Genome	39	12.00
ensembl-scaRNA_Match_Genome	40	9.00
ensembl-scaRNA_Match_Genome	41	23.00
ensembl-scaRNA_Match_Genome	42	8.00
ensembl-scaRNA_Match_Genome	44	2.00
ensembl-scaRNA_Match_Genome	45	1.00
ensembl-sense_intronic_Match_Genome	15	251.46
ensembl-sense_intronic_Match_Genome	16	223.31
ensembl-sense_intronic_Match_Genome	17	132.35
ensembl-sense_intronic_Match_Genome	18	79.89
ensembl-sense_intronic_Match_Genome	19	88.95
ensembl-sense_intronic_Match_Genome	20	84.14
ensembl-sense_intronic_Match_Genome	21	109.93
ensembl-sense_intronic_Match_Genome	22	96.52
ensembl-sense_intronic_Match_Genome	23	60.50
ensembl-sense_intronic_Match_Genome	24	44.81
ensembl-sense_intronic_Match_Genome	25	32.00
ensembl-sense_intronic_Match_Genome	26	62.07
ensembl-sense_intronic_Match_Genome	27	59.82
ensembl-sense_intronic_Match_Genome	28	67.89
ensembl-sense_intronic_Match_Genome	29	94.54
ensembl-sense_intronic_Match_Genome	30	89.57
ensembl-sense_intronic_Match_Genome	31	29.19
ensembl-sense_intronic_Match_Genome	32	41.89
ensembl-sense_intronic_Match_Genome	33	26.97
ensembl-sense_intronic_Match_Genome	34	37.89
ensembl-sense_intronic_Match_Genome	35	31.03
ensembl-sense_intronic_Match_Genome	36	16.50
ensembl-sense_intronic_Match_Genome	37	9.12
ensembl-sense_intronic_Match_Genome	38	27.58
ensembl-sense_intronic_Match_Genome	39	22.71
ensembl-sense_intronic_Match_Genome	40	20.24
